account_key,delta001,delta002,delta003,delta004,delta005,delta006,delta007,delta008,delta009,delta010,delta011,delta012,delta013,delta014,delta015,delta016,delta017,delta018,delta019,delta020,delta021,delta022,delta023,delta024,delta025,delta026,delta027,delta028,delta029,delta030,delta031,delta032,delta033,delta034,delta035,delta036,delta037,delta038,delta039,delta040,delta041,delta042,delta043,delta044,delta045,delta046,delta047,delta048,delta049,delta050,delta051,delta052,delta053,delta054,delta055,delta056,delta057,delta058,delta059,delta060,delta061,delta062,delta063,delta064,delta065,delta066,delta067,delta068,delta069,delta070,delta071,delta072,delta073,delta074,delta075,delta076,delta077,delta078,delta079,delta080,delta081,delta082,delta083,delta084,delta085,delta086,delta087,delta088,delta089,delta090,delta091,delta092,delta093,delta094,delta095,delta096,delta097,delta098,delta099,delta100,delta101,delta102,delta103,delta104,delta105,delta106,delta107,delta108,delta109,delta110,delta111,delta112,delta113,delta114,delta115,delta116,delta117,delta118,delta119,delta120,delta121,delta122,delta123,delta124,delta125,delta126,delta127,delta128,delta129,delta130,delta131,delta132,delta133,delta134,delta135,delta136,delta137,delta138,delta139,delta140,delta141,delta142,delta143,delta144,delta145,delta146,delta147,delta148,delta149,delta150,delta151,delta152,delta153,delta154,delta155,delta156,delta157,delta158,delta159,delta160,delta161,delta162,delta163,delta164,delta165,delta166,delta167,delta168,delta169,delta170,delta171
316.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,5,1,4,1,2,1,3,1,5,1,4,1,1,1,1,5,15,6,1,1,38,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,4,20,3,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318.0,1,1,10,1,5,1,4,1,1,1,1,2,1,2,1,2,1,1,13,5,9,1,2,1,1,1,1,1,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319.0,2,1,62,54,20,1,2,4,1,1,1,3,2,34,1,1,5,6,3,1,6,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320.0,1,1,1,1,2,1,1,4,3,4,34,7,4,25,1,1,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321.0,1,2,1,1,2,21,5,4,2,2,3,1,1,1,1,2,1,1,1,2,1,9,1,1,21,19,1,1,3,1,2,33,24,1,7,1,7,12,20,1,6,1,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322.0,2,1,2,1,1,1,1,5,1,1,3,8,5,12,5,1,7,6,1,50,1,1,55,115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323.0,1,1,1,1,1,10,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,6,19,1,1,1,1,3,1,1,1,1,8,2,1,2,1,1,6,1,1,2,1,2,2,4,1,3,13,3,6,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,4,4,1,4,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325.0,1,3,2,2,3,1,2,1,7,6,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326.0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327.0,2,1,1,3,1,2,1,2,1,1,1,26,1,1,5,1,2,4,21,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328.0,1,1,1,1,5,1,5,1,1,1,3,3,1,2,1,1,2,5,1,3,1,2,20,3,1,4,1,1,7,1,3,1,1,1,1,3,1,1,1,1,5,1,1,8,1,3,2,3,1,1,1,1,3,1,1,1,5,3,17,1,3,1,2,1,4,1,2,1,1,1,1,5,1,6,1,14,4,1,2,7,25,2,1,1,2,1,1,1,1,3,1,1,1,1,4,16,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0,3,14,1,3,1,3,3,1,3,1,1,2,5,1,2,3,1,1,1,1,1,3,8,1,9,11,1,3,2,1,5,1,1,1,1,1,1,1,1,1,15,7,3,1,1,3,3,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,29,2,1,4,6,27,2,1,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330.0,1,2,1,4,2,1,7,1,1,1,3,1,1,1,1,1,1,1,1,1,12,1,1,1,1,2,1,1,1,2,1,1,2,3,1,1,1,1,2,3,1,1,1,1,4,1,1,2,1,1,1,1,2,1,2,3,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331.0,1,1,12,2,4,1,2,4,1,1,1,1,15,4,1,1,1,6,1,2,1,1,1,1,1,1,9,1,2,5,1,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0,2,4,2,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0,11,12,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,3,3,6,2,5,2,1,1,1,1,1,3,2,1,1,5,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.0,17,32,2,1,2,1,1,7,22,23,88,75,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0,1,1,1,5,1,1,19,8,1,4,2,4,1,1,1,1,1,1,1,3,1,1,4,1,5,2,2,3,2,4,1,2,4,11,1,5,5,4,2,1,1,1,1,1,1,2,5,1,1,4,9,1,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336.0,1,9,1,2,1,1,1,5,6,1,5,2,1,3,1,1,1,1,1,8,1,1,1,1,1,1,1,1,5,2,1,1,1,3,6,1,1,1,2,15,3,6,1,1,1,1,2,5,9,1,3,2,2,2,1,2,4,3,1,1,1,1,1,1,1,1,2,1,1,1,3,9,4,1,1,1,6,4,9,3,1,1,1,2,3,3,6,36,1,2,1,4,2,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,5,1,2,1,1,11,3,3,4,1,1,27,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338.0,1,1,1,1,1,5,1,1,5,17,20,1,1,1,1,1,1,4,2,2,2,1,8,98,19,1,1,1,1,24,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339.0,1,6,1,1,1,1,1,2,1,1,2,3,2,1,1,2,1,1,1,1,1,1,3,1,1,3,1,1,1,7,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4,2,1,3,1,4,3,1,1,9,4,15,1,6,18,21,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.0,1,5,1,1,47,1,21,1,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,7,1,22,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341.0,1,6,1,7,4,2,6,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,19,1,1,1,3,1,2,1,2,1,1,1,7,4,13,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.0,3,1,3,1,3,10,1,1,2,3,1,2,1,3,1,6,1,1,1,1,4,1,12,1,6,1,1,2,3,1,1,1,19,3,3,1,2,1,14,3,1,1,1,1,3,1,1,6,1,7,5,2,1,6,42,1,1,3,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343.0,2,1,1,7,1,1,10,1,6,1,6,7,6,2,1,1,1,1,1,1,1,4,3,1,1,4,10,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0,1,1,1,1,1,1,1,1,1,1,1,5,4,14,8,1,13,4,1,1,2,1,5,1,1,6,2,1,5,1,1,1,1,3,1,1,2,2,10,1,3,1,3,1,4,1,1,2,6,1,1,5,1,4,2,2,2,1,27,2,4,1,1,1,1,1,3,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0,2,1,1,2,4,6,1,1,2,4,1,6,7,7,3,2,2,2,5,1,6,1,1,3,1,1,3,1,7,1,1,1,1,2,4,1,1,1,1,1,1,1,1,7,7,1,2,1,7,2,1,1,1,1,3,1,3,1,1,1,1,6,1,1,1,1,14,33,4,9,2,4,2,2,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346.0,4,1,9,1,1,14,2,3,8,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,6,7,1,8,3,1,1,1,1,1,6,4,7,25,1,9,1,7,4,1,7,13,3,1,1,8,1,2,2,2,1,4,5,2,3,1,1,1,1,1,1,1,1,1,1,3,8,4,7,12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347.0,4,1,2,3,1,1,2,1,1,3,1,1,1,3,5,1,1,1,1,2,1,3,1,11,1,4,2,1,3,3,21,1,1,6,23,1,1,1,1,4,2,1,1,1,1,1,1,6,1,1,2,1,1,1,16,5,3,1,12,1,1,19,1,1,2,1,1,1,1,2,1,1,9,2,3,1,1,1,1,3,2,3,9,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0,2,1,1,2,3,26,2,1,2,4,8,2,4,1,1,13,3,3,1,6,1,1,49,19,1,3,1,5,7,1,13,5,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349.0,2,4,1,1,2,3,1,1,1,4,2,1,4,3,4,1,1,11,7,8,1,3,39,2,7,1,1,2,2,1,1,3,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350.0,1,4,3,3,1,1,1,1,4,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,2,1,1,1,1,4,6,2,1,4,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,3,2,2,4,1,1,3,11,1,1,1,1,9,1,1,1,7,1,1,1,3,2,5,4,1,3,3,1,1,1,1,1,2,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351.0,1,1,1,1,1,2,1,1,2,1,3,1,4,10,1,6,21,14,1,1,1,5,1,1,1,11,2,3,1,6,1,6,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352.0,1,1,3,1,1,1,1,3,7,6,1,2,3,5,1,1,1,1,10,1,1,1,2,1,1,1,1,1,1,1,14,23,9,1,3,1,1,1,1,2,12,2,1,1,1,1,2,7,2,2,1,1,1,1,1,1,1,1,1,1,1,2,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0,4,1,20,8,2,3,1,2,4,2,19,1,2,1,17,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0,1,1,1,4,1,1,1,1,1,2,1,1,2,2,1,11,2,1,1,3,1,2,6,1,1,2,1,1,2,1,2,1,1,1,1,1,3,3,15,2,4,9,1,2,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,3,1,1,8,15,1,5,4,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2,1,1,1,1,1,1,1,7,13,15,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.0,1,1,4,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0,1,3,4,1,3,3,1,1,7,6,13,1,1,1,2,1,1,1,3,10,7,1,1,3,5,4,1,1,5,1,2,13,4,8,8,1,5,1,1,1,6,20,5,44,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357.0,2,26,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,1,2,3,1,1,2,1,13,1,1,3,3,1,1,1,4,2,3,1,1,1,1,1,1,21,1,1,8,1,11,1,9,5,2,9,7,4,2,1,1,1,1,2,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0,1,13,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,4,4,3,1,1,4,1,2,2,3,15,1,5,1,1,14,1,5,1,1,21,12,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0,1,1,1,2,1,1,1,1,1,2,1,1,1,6,1,1,3,1,1,1,3,1,1,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360.0,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,2,1,2,1,1,5,1,1,5,1,1,2,4,1,1,1,6,1,4,1,1,1,5,1,1,5,1,5,10,7,1,1,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361.0,1,3,1,1,3,1,1,1,1,1,5,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362.0,1,1,1,1,2,1,1,1,1,2,1,2,5,2,2,3,3,3,4,1,2,1,3,7,1,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363.0,2,1,1,2,2,2,2,4,1,1,1,5,10,11,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,8,1,1,1,1,4,1,1,1,1,1,2,2,3,1,1,3,2,1,1,1,1,1,1,1,3,2,1,1,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.0,1,23,1,1,1,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,13,1,2,1,1,1,1,2,1,3,1,1,1,8,1,1,1,1,2,2,1,1,13,1,3,11,1,3,6,2,3,1,3,1,1,1,1,1,1,1,1,1,35,1,2,4,1,1,7,1,1,3,1,1,1,5,1,1,6,14,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.0,7,31,8,4,3,2,1,6,1,7,8,1,1,1,2,1,1,1,3,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366.0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,1,2,13,1,1,16,1,41,9,1,1,1,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,2,2,1,4,2,4,1,1,1,2,2,1,1,2,3,2,1,9,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,1,1,1,3,4,1,4,12,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,3,4,2,1,1,5,4,1,1,1,2,2,4,2,1,7,1,9,1,10,3,1,1,1,1,3,2,2,3,3,2,1,1,1,1,1,3,1,1,1,1,1,3,1,2,1,2,1,2,1,52,1,1,1,1,3,1,1,2,3,2,1,2,3,2,1,4,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.0,3,1,1,1,1,1,1,1,1,1,1,1,3,1,5,6,1,1,1,1,1,1,1,1,1,2,2,9,1,1,1,1,4,2,1,5,3,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,8,1,1,2,4,1,2,1,5,1,1,1,2,1,4,1,1,17,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,11,1,1,1,1,1,1,1,5,1,9,20,2,6,1,1,1,1,2,1,4,2,1,1,2,1,2,1,1,1,1,1,1,9,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370.0,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371.0,8,1,1,6,1,1,28,1,13,9,11,6,1,2,1,1,2,7,2,5,19,3,12,16,2,2,1,1,15,16,16,1,1,2,2,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372.0,1,2,3,1,2,1,4,1,5,1,1,4,10,2,2,10,3,1,1,1,1,7,3,8,1,1,7,1,6,5,4,4,1,1,1,5,22,24,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373.0,1,1,1,1,10,1,2,1,4,2,1,3,1,8,1,3,1,8,1,1,2,1,3,6,1,1,1,1,1,1,10,1,5,1,1,1,5,1,2,1,2,1,1,1,1,10,15,15,5,7,1,1,3,1,1,1,3,1,1,1,18,11,1,1,1,1,1,1,1,4,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
